80068;5905558119257;P³etwy 33-36 118848AS;43.0000;szt.;9.2500;11.3800;PODSTAWOWA;
3446;5908265287790;*****Pistolet 135*****;9.0000;szt.;.8100;1.0000;PODSTAWOWA;
53664;5900851449414;Strój CZERWONY KAPTUREK 44941;7.0000;szt.;24.9300;30.6600;PODSTAWOWA;
117590;RUS-3241;Russel zrób to sam model Ziemi i Ksiê¿yca 3241;6.0000;szt.;28.3400;34.8600;PODSTAWOWA;
2870;8712581549701;Bateria PHILIPS R20;16.0000;szt.;2.1400;2.6300;PODSTAWOWA;
108165;5901238675136;Œwieczki urodzinowe magiczne 6/6 SWMG6-TD;25.0000;szt.;1.8600;2.2900;PODSTAWOWA;
108167;5901238693505;Œwieczki urodzinowe "party" 24szt PF-SUP24;21.0000;szt.;1.4300;1.7600;PODSTAWOWA;
52029;5900851497385;Strój KSIÊ¯NICZKA 49738;21.0000;szt.;24.3700;29.9800;PODSTAWOWA;
104696;5902020351559;Aqua koraliki piesek 200 szt A201;15.0000;szt.;12.6700;15.5800;PODSTAWOWA;
138029;SW-0198;Motorek na akumulator 6V SW-0198A;7.0000;szt.;249.9000;307.3800;PODSTAWOWA;
126610;702811689831;Bransoletka silikonowa ró¿owa PXX-02-15;15.0000;szt.;13.8500;17.0400;PODSTAWOWA;
137925;5902706308006;Pistolet pukawka+naboje pianka KP2016-2B;55.0000;szt.;3.9000;4.8000;PODSTAWOWA;
12620;5906824416018;Miêkki ksiê¿yc z grzechotk¹ 416-01;5.0000;szt.;4.4400;5.4600;PODSTAWOWA;
4082;7187320095787;Magiczne klocki BAT AS9578;53.0000;szt.;1.9900;2.4500;PODSTAWOWA;
72068;5908254184000;Koñ na biegunach du¿y ³aciaty 84000;6.0000;szt.;152.9000;188.0700;PODSTAWOWA;
132330;5907791573896;Drewno puzzle w pude³ku 1573896;23.0000;szt.;16.0000;19.6800;PODSTAWOWA;
747;5907707200212;Koszulka na jajka kalkomania - 6 00212;27.0000;szt.;.7700;.9500;PODSTAWOWA;
16555;5907265006936;Torebka YC-006 Dzieciêca 6936 XXL;7.0000;szt.;5.9000;7.2600;PODSTAWOWA;
6050;8712581549732;Bateria PHILIPS 9V 6F22;14.0000;szt.;2.0500;2.5200;PODSTAWOWA;
80070;5905558802258;P³etwy 40-45 33EFE6200;78.0000;szt.;12.1900;14.9900;PODSTAWOWA;
135399;771171137061;*****Ma³pka funkcyjna Fingerlings 37016*****;77.0000;szt.;54.4700;67.0000;PODSTAWOWA;
25782;5902341067016;Domino edukacyjne du¿e 67016;9.0000;szt.;10.1000;12.4200;PODSTAWOWA;
33295;5901549277739;Sprê¿ynka £OŒ 77739;5.0000;szt.;11.7500;14.4500;PODSTAWOWA;
47858;5907656600019;Gra Eurobusiness 00019;24.0000;szt.;24.0000;29.5200;PODSTAWOWA;
7230;5907735900016;Butelka zabawka 00016;100;szt.;2.9000;3.5700;PODSTAWOWA;
137947;6900365009479;Lornetka w folii 500947;46.0000;szt.;3.8000;4.6700;PODSTAWOWA;
54599;5900851449469;Strój KRÓLICZEK 44946;10.0000;szt.;25.9600;31.9300;PODSTAWOWA;
35446;5903235251054;Piórnik saszetka 25105;5.0000;szt.;12.5000;15.3800;PODSTAWOWA;
56051;5900851449575;Strój KSIÊ¯NICZKA 44957;5.0000;szt.;28.0100;34.4500;PODSTAWOWA;
41478;5905156008786;Krêgle MAX WG-06;10.0000;szt.;14.2700;17.5500;PODSTAWOWA;
105954;8717438471068;Kolorowanki dla doros³ych deluxe P384034;5.0000;szt.;12.1900;14.9900;PODSTAWOWA;
132780;5901703112470;Miœ Cedric w szaliczku 22cm 13264;5.0000;szt.;25.5100;31.3800;PODSTAWOWA;
40199;8711384027942;Budzik HSM 957213;6.0000;szt.;14.7500;18.1400;PODSTAWOWA;
10517;5907773904496;Torebka z cekinami J0628;5.0000;szt.;3.7800;4.6500;PODSTAWOWA;
72067;5908254184017;Koñ na biegunach du¿y br¹zowy 84017;6.0000;szt.;152.9000;188.0700;PODSTAWOWA;
1324;8712581549671;Bateria PHILIPS R14;88.0000;szt.;1.3500;1.6600;PODSTAWOWA;
35398;5909786152512;Portfel GDYNIA/PIRACI;11.0000;szt.;12.5000;15.3800;PODSTAWOWA;
65185;5011363525630;Gra Spadaj¹ce ma³pki 52563 /4 ;100;szt.;62.1100;76.4000;MATTEL;
70967;746775030421;FP BG œpiewajacy nocniczek W1330 /2;39.0000;szt.;134.7300;165.7200;MATTEL;
93997;887961128185;*****HW STAR WARS statek kosmiczny CGW52 /12*****;100;szt.;3.9000;4.8000;MATTEL;
79977;887961033731;FP pianinko z materia³u baw siê i graj CCW02 /4;100.0000;szt.;93.1600;114.5900;MATTEL;
93462;887961115956;*****CARS McQueen auto do sk³ad 5w1 CKJ98 /2*****;59.0000;szt.;74.9000;92.1300;MATTEL;
100313;887961228199;HW BMW samochód/motocykl DJM79 /12;5.0000;szt.;6.8400;8.4100;MATTEL;
63799;065541083271;MEGA BLOKS klocki torba 80 el DCH63 CYP72;100;szt.;61.0500;75.0900;MATTEL;
110642;887961336467;FP LL globus edukacyjny odkrywcy j.polski DRJ85 /2;100;szt.;135.7900;167.0200;MATTEL;
69029;746775260927;Gra SCRABBLE original Y9616 /6 ;100;szt.;85.2600;104.8700;MATTEL;
124163;887961497663;MEGA BLOKS spacerowy s³onik z klockami FFY14 /2;13.0000;szt.;103.1600;126.8900;MATTEL;
124164;887961510683;CARS mówi¹cy Zygzak - kaskader FGN48 /2;100;szt.;112.6300;138.5300;MATTEL;
124431;887961460674;CARS zestaw rajdowy Thunder Hollow FCW01 /2;94.0000;szt.;167.3700;205.8700;MATTEL;
130980;887961098488;FP Blaze metalowy pojazd CGF20 /12;100;szt.;20.5300;25.2500;MATTEL;
130981;887961357660;FP Blaze pojazd "naciœnij i jedŸ" CGK22 /4;100;szt.;46.8400;57.6100;MATTEL;
130983;887961529685;Barbie On the Go Kucyk + lalka FHV60 /6;19.0000;szt.;33.9400;41.7500;MATTEL;
130998;887961642964;HW TB Akcesoria do rozbudowy+autko FPF03 /6;100;szt.;28.9500;35.6100;MATTEL;
130999;887961620320;Barbie Magiczne w³osy Ksiê¿niczki œw/dŸw FRB12 /6;100;szt.;75.4700;92.8300;MATTEL;
131082;887961531800;Barbie Zestaw mebelków FJB25 /3;100;szt.;39.7900;48.9400;MATTEL;
131098;887961526141;FP Shimmer&Shine zestawy-walizeczki FHN35 /3;28.0000;szt.;37.8900;46.6000;MATTEL;
131165;887961506334;FP Aktywizuj¹ca ksi¹¿eczka "Liczymy 1-5" FGJ40 /6;100;szt.;34.2100;42.0800;MATTEL;
101335;887961175509;*****FP Thomas zest ratunkowe œw/dŸw DFM64 /4***;100;szt.;42.0000;51.6600;MATTEL;
101634;746775346614;*****FP pluszowa Dora przytulanka BHT52/4*****;10.0000;szt.;29.9000;36.7800;MATTEL;
116157;887961369373;FP ma³y doktor DVH14 /4;100;szt.;43.1600;53.0900;MATTEL;
108491;887961241211;*****FP Dora i pies- przygoda na skuterze DKJ91 /3;19.0000;szt.;44.0000;54.1200;MATTEL;
109018;DLG45;*****FP Thomas lokomotywki do sk³adania DLG45 /2**;87.0000;szt.;22.0000;27.0600;MATTEL;
117274;887961376845;Barbie fioletowy SUV DVX58 /1;100;szt.;93.6800;115.2300;MATTEL;
100142;887961175301;FP Thomas zestaw startowy DFM49 /4;34.0000;szt.;78.9500;97.1100;MATTEL;
100176;887961252279;*****MEGA BLOKS Minionki mini zestawy DMV20 /6****;8.0000;szt.;7.0000;8.6100;MATTEL;
100244;887961045598;FP Thomas Kolejowa walizeczka CDN10 /3;17.0000;szt.;51.0500;62.7900;MATTEL;
92497;887961071931;FP grzechotka ma³pka CGR93 /6;42.0000;szt.;11.8400;14.5600;MATTEL;
105549;746775308681;FP BG Thomas nocniczek z dŸwiêkami BDY85 /2;16.0000;szt.;124.0600;152.5900;MATTEL;
123726;887961380033;HW samochodzik Lamborghini DWF21 /36;61.0000;szt.;8.4200;10.3600;MATTEL;
123740;887961424676;Barbie karoca z lalk¹ z Krainy S³odkoœci DYX31 /2;100;szt.;157.8900;194.2000;MATTEL;
124026;887961450163;Barbie Enchantimals lalka + zwierz¹tka FCC62 /6;100;szt.;37.8900;46.6000;MATTEL;
124158;887961390384;HW kaskaderski most/klocki 70szt DWW97 /4;100;szt.;150.5300;185.1500;MATTEL;
124160;887961461992;*****CARS auta odjazdowe fiko³ki FCX95 /2*****;100;szt.;32.0000;39.3600;MATTEL;
124258;887961428711;Barbie Siostry na wakacjach FBD68 /6;100;szt.;48.8800;60.1200;MATTEL;
124435;887961466386;HW tor Roto Rewolucja zestaw + 2 autka FDF26 /3;100;szt.;147.3700;181.2700;MATTEL;
130987;887961540376;FP Thomas Kamienio³om pod Niebiesk¹ gór¹ FJP82 /4;100;szt.;63.1600;77.6900;MATTEL;
131071;887961430868;CARS Mikroauta w saszetce asortyment FBG74 /36;100;szt.;7.8900;9.7000;MATTEL;
131076;887961529760;Barbie On the Go Weso³e miasteczko+lalka FHV70 /3;100;szt.;78.3200;96.3300;MATTEL;
131085;887961557633;CARS Micro autka Zakrêcona ósemka zestaw FLG71 /3;100;szt.;75.7900;93.2200;MATTEL;
131087;887961560954;HW TB Zestaw wyrzutnia rakiet FLK60 /4;100;szt.;110.5300;135.9500;MATTEL;
131094;887961625028;FP Nocniczek "Ucz siê ze szczeniaczkiem"  FRG81 /2;15.0000;szt.;107.3700;132.0700;MATTEL;
131221;887961526851;Barbie Domowe wypieki zestaw + lalka FHP57 /4;100;szt.;72.6300;89.3300;MATTEL;
106646;887961225273;*****MATCHBOX pojazd wykrywacz metali DJH50/2*****;100;szt.;45.0000;55.3500;MATTEL;
115343;887961332018;FP piszcza³ka - akordeonik DRD88 /4;100;szt.;15.2600;18.7700;MATTEL;
81465;746775384142;FP Thomas zestaw torów BMK81 /4;11.0000;szt.;44.7400;55.0300;MATTEL;
130485;887961385069;*****BATMAN figurki filmowe 15cm mix DKN33 /8*****;5.0000;szt.;32.5000;39.9800;MATTEL;
132012;887961641103;FP Weso³a pi³ka no¿na j.polski FTC86 /2;100;szt.;52.6300;64.7300;MATTEL;
101303;887961163186;FP BG fotelik-bujaczek Od niemowlaka 18kg CMR10/2;100;szt.;230.5200;283.5400;MATTEL;
116161;887961376852;Barbie ró¿owy kabriolet DVX59 /2;100;szt.;75.3700;92.7100;MATTEL;
114773;887961274394;FP marakasy ze zwierz¹tkami DMC42 /4 ;6.0000;szt.;20.0000;24.6000;MATTEL;
121318;887961403749;CARS 3 dwupak autek asortyment DXV99 /12;100;szt.;42.1100;51.8000;MATTEL;
124542;887961553185;FP samolot ma³ego odkrywcy FKX09/2;59.0000;szt.;72.1100;88.7000;MATTEL;
130985;887961529845;Barbie On the Go Pojazd + lalka FHV76 /6;79.0000;szt.;33.9400;41.7500;MATTEL;
130994;887961560008;CARS Mega wyrzutnia zestaw FLK12 /3;100;szt.;93.6800;115.2300;MATTEL;
130996;887961565249;MEGA BLOKS Buduj i dopasowuj - zwierzêta FLT36 /2;18.0000;szt.;39.6800;48.8100;MATTEL;
131069;887961568769;HW Monster Jam Rev Tredz pojazd CHV22 /4;27.0000;szt.;19.7900;24.3400;MATTEL;
131101;887961655742;FP Aktywizuj¹ce centrum zabaw FVD25 /1;81.0000;szt.;263.1600;323.6900;MATTEL;
104413;BLV48;*****AMIGAMI Toucan&Birdhouse BLV48 /6*****;5.0000;szt.;9.0000;11.0700;MATTEL;
104415;CGK42;*****AMIGAMI Butterfly CGK42 /6*****;9.0000;szt.;12.0000;14.7600;MATTEL;
99767;887961046083;FP zwierz¹tka Rolly Polly 3 szt. CDN54 /3;61.0000;szt.;32.6300;40.1300;MATTEL;
132007;887961614565;FP Siostrzyczka Szczeniaczka Poziomy nauki FPP63 2;100;szt.;101.0500;124.2900;MATTEL;
101821;887961168440;FP uk³adanka ze zwierz¹tkami CMY38 /6;37.0000;szt.;34.2100;42.0800;MATTEL;
115861;887961287486;Barbie garderoba-walizeczka DMT57 /3;23.0000;szt.;140.0000;172.2000;MATTEL;
93751;887961045727;*****FP Thomas Smocza przeprawa CDN09 /2*****;81.0000;szt.;85.0000;104.5500;MATTEL;
101196;887961180244;*****FP muzyczna gitara maluszka DFP21 /4*****;100;szt.;22.0000;27.0600;MATTEL;
107080;746775018252;*****FP Dora tancerka j.hiszpañski V9547***** ;11.0000;szt.;53.5800;65.9000;MATTEL;
37429;027084425611;HW trzypak autka K5904  /12;100;szt.;17.6800;21.7500;MATTEL;
98079;887961111200;CARS samochodzik zmieniaj¹cy kolor mix CKD15 /10;8.0000;szt.;38.9500;47.9100;MATTEL;
115359;887961369939;*****MH upiorki Zelektryzowane fryzury DVH69 /6***;14.0000;szt.;38.0000;46.7400;MATTEL;
115368;887961376807;Barbie lalka w ³azience lub w kuchni DVX51 /2;86.0000;szt.;80.0000;98.4000;MATTEL;
115450;887961390377;HW szalone kraksy - zestaw torów DWW96 /4;100;szt.;105.2700;129.4800;MATTEL;
115500;887961516449;FP telefonik dla gadu³ki FGW66 /2;100;szt.;33.6900;41.4400;MATTEL;
115502;746775184896;HW superpakiet torów Y0276 /4;89.0000;szt.;104.2100;128.1800;MATTEL;
115527;887961380620;Barbie modne sukienki FCT12 /36;100;szt.;10.5300;12.9500;MATTEL;
115534;887961458589;Barbie modne buty FCR91 /18;100;szt.;11.5800;14.2400;MATTEL;
115561;887961365641;*****Barbie lalki przyjació³ki DTW04 /6*****;23.0000;szt.;15.0000;18.4500;MATTEL;
115577;887961408850;FP lustereczko ma³pka DYC85 /3;55.0000;szt.;63.1600;77.6900;MATTEL;
115595;DTW13;*****Barbie minifigurki DTW13 /10*****;18.0000;szt.;10.0000;12.3000;MATTEL;
128238;887961464191;*****FP Bob Budowniczy mega wywrotka FDC05 /1*****;100;szt.;39.0000;47.9700;MATTEL;
30126;746775029999;Barbie filmowe mini Ksiê¿niczki V7050 /6;100;szt.;13.6800;16.8300;MATTEL;
108640;887961262001;*****VIEW MASTER zestaw startowy DLL68 /4*****;100;szt.;25.0000;30.7500;MATTEL;
117275;746775346881;HW TB tor prosty + autko BHT77 /6;31.0000;szt.;40.0000;49.2000;MATTEL;
110414;887961428124;FP piesek Bebo - tañcz i œpiewaj ze mn¹! FBC92 /2;100;szt.;111.5800;137.2400;MATTEL;
115360;887961369953;*****MH Zelektryzowana Frankie Stein DVH72 /3*****;100;szt.;39.0000;47.9700;MATTEL;
115369;887961381177;MATCHBOX zamiatarka samochodzików DWG67 /2;100;szt.;83.1600;102.2900;MATTEL;
115435;887961401561;FP Thomas du¿a lokomotywka DWM30 /6;100;szt.;23.2600;28.6100;MATTEL;
115492;887961422320;*****FP Bob Budowniczy Bob+piasek kinet DYT91 /4**;100;szt.;11.9000;14.6400;MATTEL;
115560;887961361681;FP Thomas Tomek-fiko³ek DTP10 /3;100;szt.;52.6300;64.7300;MATTEL;
115578;887961411126;FP aktywizuj¹cy s³onik DYF88 /2;71.0000;szt.;46.3200;56.9700;MATTEL;
115585;887961368628;*****Barbie lalki Tajna misja 2 wzory DVG22 /4****;100;szt.;22.0000;27.0600;MATTEL;
101340;887961178951;FP muzyczne kluczyki - gryzaczki DFP52  DPK28/6;29.0000;szt.;21.0500;25.8900;MATTEL;
109476;614239028423;*****Princess odpychacz 2w1 z muzyk¹ 2842*****;27.0000;szt.;95.0000;116.8500;MATTEL;
116085;887961431186;Gra £owcy skarbów FBH20 ;76.0000;szt.;96.8400;119.1100;MATTEL;
128237;887961427875;FP Thomas tor Dinoprzesy³ka skamieliny FBC62 /6;5.0000;szt.;92.6300;113.9300;MATTEL;
73503;746775237974;FP telefonik dŸwiêkowy z klapk¹ Y6979 /4;57.0000;szt.;26.8400;33.0100;MATTEL;
58168;065541804098;MEGA BLOKS auto z klockami 3 wz CND37 /4;100;szt.;37.8900;46.6000;MATTEL;
123718;887961380149;Barbie lalka Odlotowe fryzury DWF49 /3;28.0000;szt.;104.2100;128.1800;MATTEL;
124018;887961374223;FP Thomas Karolek w porcie DVT13 /4;52.0000;szt.;115.7900;142.4200;MATTEL;
124157;887961258622;FP Shimmer&Shine lalka podstawowa DLH55 /8;83.0000;szt.;41.0500;50.4900;MATTEL;
131870;887961549249;FP Thomas poci¹g ratunkowy FKM91 /6;18.0000;szt.;71.5800;88.0400;MATTEL;
131872;887923551525;Barbie ubranka asortyment  FND49 /12;100;szt.;25.0500;30.8100;MATTEL;
45724;887961139723;Barbie lalka szykowna T7439 /12;100;szt.;22.9500;28.2300;MATTEL;
62237;065541084162;MEGA BLOKS klocki torba 60 el DCH55 CYP67;100;szt.;45.7900;56.3200;MATTEL;
114779;887961316018;*****MEGA BLOKS Ninja Turtles truck DPF82 /4*****;9.0000;szt.;90.0000;110.7000;MATTEL;
121314;887961403428;CARS 3 auta asortyment DXV29 /24;100;szt.;21.0500;25.8900;MATTEL;
104836;887961068320;*****FP Thomas metalowa lokomotywa 68320*****;12.0000;szt.;40.0000;49.2000;MATTEL;
124440;887961523218;FP œpiewaj¹cy Szczeniaczek do ³ó¿eczka FHJ11;100;szt.;60.5300;74.4500;MATTEL;
124505;887961418064;*****Barbie Odrzutowiec Wonder Woman DYN05/2*****;100;szt.;48.0000;59.0400;MATTEL;
124507;887961482898;FP Pierwsze klocki malucha FFC84 /2;100;szt.;30.0000;36.9000;MATTEL;
124541;887961553048;FP poci¹g Ma³ego Odkrywcy j.polski FKW96 /2;100;szt.;72.1100;88.7000;MATTEL;
123720;887961397130;MEGA BLOKS wóz stra¿acki DXH38 /2;100;szt.;68.9500;84.8100;MATTEL;
124022;887961427905;FP Thomas Przygoda w dinoparku FBC67 /3;78.0000;szt.;77.3700;95.1700;MATTEL;
129303;887961419023;FP BB Bella - tañcz i œpiewaj za mn¹! DYP09 /2;100;szt.;180.0000;221.4000;MATTEL;
58792;746775187057;CARS auta dwupak asortyment Y0506 /12;100;szt.;40.0000;49.2000;MATTEL;
115347;887961333268;FP odjazdowy stworek - wciœnij i jedŸ DRG16 /2;100;szt.;39.4700;48.5500;MATTEL;
115366;887961374988;Barbie dwupoziomowy domek + lalka DVV48 /2;92.0000;szt.;147.3700;181.2700;MATTEL;
115498;887961438758;FP ucz¹ce kredki "Kolorki-humorki" FBP55 /4;100;szt.;33.6800;41.4300;MATTEL;
115499;887961376975;Barbie Fashionistas Modne przyjac. FBR37  DVX70/8;100;szt.;29.4700;36.2500;MATTEL;
115530;887961370379;EAH lalki Ksiê¿niczki Przyjació³ki DVJ22 /4;11.0000;szt.;62.1100;76.4000;MATTEL;
115700;887961107579;*****FP Dinotrux pojazdy-figurki asort CJW96 /10**;100;szt.;9.0000;11.0700;MATTEL;
100241;065541380905;*****MEGA BLOKS Wêdruj¹ca g¹sieniczka CNG22 /2****;87.0000;szt.;39.0000;47.9700;MATTEL;
78645;746775345228;HW superterenówka Monster Jam BHP37 /12;18.0000;szt.;18.6900;22.9900;MATTEL;
120529;887961449389;HW FF samochodziki trzypak FCG01;20.0000;szt.;61.5800;75.7400;MATTEL;
127497;887961510720;*****CARS Zygzak sterowany FGN51 /2*****;100;szt.;69.9000;85.9800;MATTEL;
132008;887961621754;FP LL ksi¹¿ka z wierszykami j.pol FRC70 /5;99.0000;szt.;65.2600;80.2700;MATTEL;
73498;746775345716;HW samochodzik zmieniajacy kolor asort. BHR15 /16;100;szt.;14.2100;17.4800;MATTEL;
101344;887961287851;HW DC samochodziki z komiksów DKJ66 /8;100;szt.;18.8400;23.1700;MATTEL;
126864;887961460643;*****CARS Zygzak do modyfikacji FCV95 /1*****;100;szt.;89.0000;109.4700;MATTEL;
86634;887961040951;FP laptop malucha CDG84 /4;100;szt.;87.8900;108.1000;MATTEL;
93889;887961217568;FP LL tablet malucha - 3 poziomy nauki DHN29 /6;100;szt.;60.0000;73.8000;MATTEL;
108190;887961266917;*****Barbie Gwiezdna surferka œw/dŸw DLT23 /6****;20.0000;szt.;29.9000;36.7800;MATTEL;
116632;887961472851;*****MEGA BLOKS Minionki figurki FDM26 /24***** ;28.0000;szt.;4.0000;4.9200;MATTEL;
100145;887961179170;FP lew i przyjaciele - zawieszki DFP75 /6;58.0000;szt.;31.5800;38.8400;MATTEL;
100225;887961234602;Barbie d³ugow³ose ksiê¿niczki DKB56 /6;41.0000;szt.;41.0500;50.4900;MATTEL;
63293;074299548864;HW samochodziki 10-pak 54886 /6;44.0000;szt.;53.6800;66.0300;MATTEL;
115344;887961343014;FP grzechotka - bongosy DRF16 /4;100;szt.;15.2600;18.7700;MATTEL;
123743;027084991819;HW samochodziki 50-pak V6697;23.0000;szt.;263.1600;323.6900;MATTEL;
124025;887961439533;Barbie Lecznica dla zwierz¹t FBR36 /1;87.0000;szt.;201.0500;247.2900;MATTEL;
124027;887961451726;Barbie Skarby oceanu zestaw FCJ29 /3;100;szt.;111.4100;137.0300;MATTEL;
124159;887961417777;FP chichocz¹cy pluszowy stworek DYM88 /2;100;szt.;48.4200;59.5600;MATTEL;
132006;887961585872;HW City zestawy tematyczne FNB05 /2;100;szt.;65.2600;80.2700;MATTEL;
